level	batch	reading_id	word	reading	meaning	han_viet
n1_basic_drafts	batch_0521_0530	R_0522	磁場	じば	từ trường (ẩn dụ: trường lực ảnh hưởng)	Từ Tràng
n1_basic_drafts	batch_0521_0530	R_0522	亀裂	きれつ	vết nứt, khe nứt	Quy Liệt
n1_basic_drafts	batch_0521_0530	R_0522	覚醒	かくせい	sự thức tỉnh, giác ngộ	Giác Tỉnh
n1_basic_drafts	batch_0521_0530	R_0523	資本収益率	しほんしゅうえきりつ	tỷ suất lợi nhuận từ tư bản	Tư Bản Thu Ích Suất
n1_basic_drafts	batch_0521_0530	R_0523	恒常的	こうじょうてき	liên tục, mang tính hằng định	Hằng Thường Đích
n1_basic_drafts	batch_0521_0530	R_0523	世襲的	せしゅうてき	theo huyết thống, cha truyền con nối	Thế Tập Đích
n1_basic_drafts	batch_0521_0530	R_0523	実証分析	じっしょうぶんせき	phân tích thực chứng (dựa trên dữ liệu thực)	Thực Chứng Phân Tích
n1_basic_drafts	batch_0521_0530	R_0523	偏在	へんざい	phân bổ lệch lạc, tập trung không đều	Thiên Tại
n1_basic_drafts	batch_0521_0530	R_0523	ジニ係数	ジニけいすう	hệ số Gini (đo bất bình đẳng thu nhập)	Hệ Sổ
n1_basic_drafts	batch_0521_0530	R_0523	資産課税	しさんかぜい	thuế tài sản	Tư Sản Khóa Thuế
n1_basic_drafts	batch_0521_0530	R_0523	累進性	るいしんせい	tính lũy tiến (thuế tăng theo thu nhập/tài sản)	Lũy Tiến Tính
n1_basic_drafts	batch_0521_0530	R_0523	実効税率	じっこうぜいりつ	tỷ lệ thuế thực tế (sau các khoản khấu trừ)	Thực Hiệu Thuế Suất
n1_basic_drafts	batch_0521_0530	R_0523	再分配	さいぶんぱい	tái phân phối (của cải)	Tái Phân Phối
n1_basic_drafts	batch_0521_0530	R_0523	非正規雇用	ひせいきこよう	việc làm phi chính thức, lao động hợp đồng ngắn hạn	Phi Chánh Quy Cố Dụng
n1_basic_drafts	batch_0521_0530	R_0523	内在的	ないざいてき	nội tại, thuộc về bản chất bên trong	Nội Tại Đích
n1_basic_drafts	batch_0521_0530	R_0523	帰結	きけつ	hệ quả, kết quả tất yếu	Quy Kết
n1_basic_drafts	batch_0521_0530	R_0523	評価減	ひょうかげん	giảm định giá (tài sản để tính thuế thấp hơn giá trị thực)	Bình Giá Giảm
n1_basic_drafts	batch_0521_0530	R_0524	無邪気	むじゃき	ngây thơ, trong sáng, vô tư	Vô Tà Khí
n1_basic_drafts	batch_0521_0530	R_0524	挑発する	ちょうはつする	khiêu khích, kích động	Khiêu Phát
n1_basic_drafts	batch_0521_0530	R_0524	幼年期	ようねんき	thời thơ ấu, giai đoạn ấu thơ	Ấu Niên Kì
n1_basic_drafts	batch_0521_0530	R_0524	源泉	げんせん	nguồn gốc, suối nguồn	Nguyên Tuyền
n1_basic_drafts	batch_0521_0530	R_0524	体現する	たいげんする	thể hiện, thể hiện cụ thể	Thể Hiện
n1_basic_drafts	batch_0521_0530	R_0524	前衛芸術	ぜんえいげいじゅつ	nghệ thuật tiền phong, tiền vệ	Tiền Vệ Vân Thuật
n1_basic_drafts	batch_0521_0530	R_0524	平面性	へいめんせい	tính phẳng, đặc tính hai chiều	Bình Diện Tính
n1_basic_drafts	batch_0521_0530	R_0524	集合的無意識	しゅうごうてきむいしき	tập thể vô thức (khái niệm tâm lý Jung)	Tập Hợp Đích Vô Ý Thức
n1_basic_drafts	batch_0521_0530	R_0524	結晶化する	けっしょうかする	kết tinh hóa, cụ thể hóa thành hình dạng rõ ràng	Kết Tinh Hóa
n1_basic_drafts	batch_0521_0530	R_0524	粗削り	あらけずり	thô ráp, chưa được trau chuốt	Thô Tước
n1_basic_drafts	batch_0521_0530	R_0524	逆説	ぎゃくせつ	nghịch lý, paradox	Nghịch Thuyết
n1_basic_drafts	batch_0521_0530	R_0524	渇望	かつぼう	khao khát, khát vọng cháy bỏng	Khát Vọng
n1_basic_drafts	batch_0521_0530	R_0524	自画像	じがぞう	chân dung tự họa, hình ảnh bản thân	Tự Họa Tượng
n1_basic_drafts	batch_0521_0530	R_0524	普遍的	ふへんてき	phổ quát, có tính toàn cầu	Phổ Biến Đích
n1_basic_drafts	batch_0521_0530	R_0525	技能実習制度	ぎのうじっしゅうせいど	chế độ thực tập kỹ năng (ra đời 1993)	Kĩ Năng Thực Tập Chế Độ
n1_basic_drafts	batch_0521_0530	R_0525	端を発する	たんをはっする	bắt nguồn từ, xuất phát từ	Đoan Phát
n1_basic_drafts	batch_0521_0530	R_0525	慢性的	まんせいてき	kinh niên, mãn tính	Mạn Tính Đích
n1_basic_drafts	batch_0521_0530	R_0525	特定技能	とくていぎのう	kỹ năng đặc định (chế độ visa 2019)	Đặc Định Kĩ Năng
n1_basic_drafts	batch_0521_0530	R_0525	不可逆	ふかぎゃく	không thể đảo ngược	Bất Khả Nghịch
n1_basic_drafts	batch_0521_0530	R_0525	乖離	かいり	sự chênh lệch, khoảng cách (giữa lý tưởng và thực tế)	Quai Li
n1_basic_drafts	batch_0521_0530	R_0525	監理団体	かんりだんたい	đoàn thể giám lý (kanri dantai — tổ chức quản lý thực tập sinh)	Giam Lí Đoàn Thể
n1_basic_drafts	batch_0521_0530	R_0525	搾取的	さくしゅてき	mang tính bóc lột	Trá Thủ Đích
n1_basic_drafts	batch_0521_0530	R_0525	根底	こんてい	gốc rễ, căn nguyên sâu xa	Căn Để
n1_basic_drafts	batch_0521_0530	R_0525	醸成	じょうせい	nuôi dưỡng dần dần, hình thành (ý thức, bầu không khí)	Nhưỡng Thành
n1_basic_drafts	batch_0521_0530	R_0525	抜本的	ばっぽんてき	triệt để, từ gốc rễ	Bạt Bản Đích
n1_basic_drafts	batch_0521_0530	R_0525	倫理的	りんりてき	mang tính đạo đức	Luân Lí Đích
n1_basic_drafts	batch_0521_0530	R_0525	在留外国人	ざいりゅうがいこくじん	người nước ngoài cư trú (có tư cách lưu trú hợp lệ)	Tại Lưu Ngoại Quốc Nhân
n1_basic_drafts	batch_0521_0530	R_0525	持続可能性	じぞくかのうせい	tính bền vững	Trì Tục Khả Năng Tính
n1_basic_drafts	batch_0521_0530	R_0525	人権侵害	じんけんしんがい	vi phạm nhân quyền	Nhân Quyền Xâm Hại
n1_basic_drafts	batch_0521_0530	R_0525	逸脱	いつだつ	đi lệch, sai lệch khỏi (quy tắc, mục tiêu ban đầu)	Dật Thoát
n1_basic_drafts	batch_0521_0530	R_0525	生産年齢人口	せいさんねんれいじんこう	dân số trong độ tuổi lao động (15-64 tuổi)	Sanh Sản Niên Linh Nhân Khẩu
n1_basic_drafts	batch_0521_0530	R_0525	定住	ていじゅう	định cư lâu dài	Định Trụ
n1_basic_drafts	batch_0521_0530	R_0525	育成就労	いくせいしゅうろう	Ikusei Shuurou — chế độ 'việc làm đào tạo' thay thế thực tập kỹ năng (thông qua 6/2024, thi hành từ 2027)	Dục Thành Tựu Lao
n1_basic_drafts	batch_0521_0530	R_0525	特定技能2号	とくていぎのうにごう	Tokutei Ginou 2-gou — visa kỹ năng đặc định cấp cao (mở rộng 11 ngành 8/2023)	Đặc Định Kĩ Năng Hào
n1_basic_drafts	batch_0521_0530	R_0526	伝来	でんらい	du nhập, truyền đến từ nơi khác	Truyền Lai
n1_basic_drafts	batch_0521_0530	R_0526	伴奏	ばんそう	nhạc đệm, đàn đệm	Bạn Tấu
n1_basic_drafts	batch_0521_0530	R_0526	撥	ばち	miếng gảy đàn shamisen	Bát
n1_basic_drafts	batch_0521_0530	R_0526	奏法	そうほう	kỹ thuật chơi nhạc cụ	Tấu Pháp
n1_basic_drafts	batch_0521_0530	R_0526	後継者	こうけいしゃ	người kế thừa	Hậu Kế Giả
n1_basic_drafts	batch_0521_0530	R_0526	常態化	じょうたいか	trở nên bình thường, phổ biến hóa	Thường Thái Hóa
n1_basic_drafts	batch_0521_0530	R_0526	異彩を放つ	いさいをはなつ	tỏa sáng khác biệt, nổi bật	Dị Thải Phóng
n1_basic_drafts	batch_0521_0530	R_0526	即興演奏	そっきょうえんそう	ứng tấu, biểu diễn ngẫu hứng	Tức Hưng Diễn Tấu
n1_basic_drafts	batch_0521_0530	R_0526	一線を画する	いっせんをかくする	phân biệt rõ ràng, vạch ra ranh giới	Nhất Tuyến Họa
n1_basic_drafts	batch_0521_0530	R_0526	身体知	しんたいち	tri thức thân thể, kiến thức được lưu giữ trong cơ thể	Thân Thể Tri
n1_basic_drafts	batch_0521_0530	R_0526	無形文化財	むけいぶんかざい	di sản văn hóa phi vật thể	Vô Hình Văn Hóa Tài
n1_basic_drafts	batch_0521_0530	R_0526	如実に	にょじつに	rõ ràng, hiện thực như thật	Như Thực
n1_basic_drafts	batch_0521_0530	R_0526	葛藤	かっとう	giằng co nội tâm, mâu thuẫn	Cát Đằng
n1_basic_drafts	batch_0521_0530	R_0526	台頭	たいとう	nổi lên, trỗi dậy	Thai Đầu
n1_basic_drafts	batch_0521_0530	R_0527	未曾有	みぞう	chưa từng có, vô tiền khoáng hậu	Vị Tằng Hữu
n1_basic_drafts	batch_0521_0530	R_0527	鎖国	さこく	tỏa quốc, chính sách bế quan tỏa cảng	Tỏa Quốc
n1_basic_drafts	batch_0521_0530	R_0527	富国強兵	ふこくきょうへい	phú quốc cường binh (quốc sách Minh Trị)	Phú Quốc Cường Binh
n1_basic_drafts	batch_0521_0530	R_0527	殖産興業	しょくさんこうぎょう	thực nghiệp hưng thịnh, phát triển công thương nghiệp	Thực Sản Hưng Nghiệp
n1_basic_drafts	batch_0521_0530	R_0527	岩倉使節団	いわくらしせつだん	phái bộ Iwakura (1871-1873, khảo sát phương Tây)	Nham Thương Sử Tiết Đoàn
n1_basic_drafts	batch_0521_0530	R_0527	征韓論	せいかんろん	luận điểm chinh phục Hàn Quốc	Chinh Hàn Luận
n1_basic_drafts	batch_0521_0530	R_0527	膨張主義	ぼうちょうしゅぎ	chủ nghĩa bành trướng	Bành Trương Chủ Nghĩa
n1_basic_drafts	batch_0521_0530	R_0527	廃仏毀釈	はいぶつきしゃく	phong trào phế Phật hủy tự (bài trừ Phật giáo)	Phế Phật Hủy Thích
n1_basic_drafts	batch_0521_0530	R_0527	自由民権運動	じゆうみんけんうんどう	phong trào tự do dân quyền	Tự Do Dân Quyền Vận Động
n1_basic_drafts	batch_0521_0530	R_0527	萌芽	ほうが	mầm mống, mầm non	Manh Nha
n1_basic_drafts	batch_0521_0530	R_0527	専制的	せんせいてき	chuyên chế, độc tài	Chuyên Chế Đích
n1_basic_drafts	batch_0521_0530	R_0527	紐帯	ちゅうたい	sợi dây gắn kết, mối liên hệ	Nữu Đới
n1_basic_drafts	batch_0521_0530	R_0527	軍国主義	ぐんこくしゅぎ	chủ nghĩa quân phiệt	Quân Quốc Chủ Nghĩa
n1_basic_drafts	batch_0521_0530	R_0527	複層的	ふくそうてき	đa tầng, nhiều lớp	Phức Tằng Đích
n1_basic_drafts	batch_0521_0530	R_0527	葛藤	かっとう	sự giằng xé nội tâm, mâu thuẫn	Cát Đằng
n1_basic_drafts	batch_0521_0530	R_0527	内包	ないほう	chứa đựng bên trong, bao hàm	Nội Bao
n1_basic_drafts	batch_0521_0530	R_0528	精神分析	せいしんぶんせき	phân tâm học	Tinh Thần Phân Tích
n1_basic_drafts	batch_0521_0530	R_0528	自我	じが	bản ngã, cái tôi (ego)	Tự Ngã
n1_basic_drafts	batch_0521_0530	R_0528	超自我	ちょうじが	siêu ngã (superego)	Siêu Tự Ngã
n1_basic_drafts	batch_0521_0530	R_0528	快楽原則	かいらくげんそく	nguyên tắc khoái lạc (pleasure principle)	Khoái Lạc Nguyên Tắc
n1_basic_drafts	batch_0521_0530	R_0528	甘え	あまえ	amae — thái độ nương tựa, khao khát được bao bọc (khái niệm tâm lý học Nhật)	Cam
n1_basic_drafts	batch_0521_0530	R_0528	相互依存	そうごいぞん	phụ thuộc lẫn nhau, tương hỗ	Tương Hỗ Y Tồn
n1_basic_drafts	batch_0521_0530	R_0528	自他未分	じたみぶん	trạng thái chưa phân biệt rõ bản thân và người khác	Tự Tha Vị Phân
n1_basic_drafts	batch_0521_0530	R_0528	移入	いにゅう	du nhập, đưa vào	Di Nhập
n1_basic_drafts	batch_0521_0530	R_0528	文化横断的	ぶんかおうだんてき	xuyên văn hóa, cross-cultural	Văn Hóa Hoành Đoạn Đích
n1_basic_drafts	batch_0521_0530	R_0528	対置	たいち	đặt đối lập, đặt tương phản	Đối Trí
n1_basic_drafts	batch_0521_0530	R_0528	境界侵害	きょうかいしんがい	xâm phạm ranh giới	Cảnh Giới Xâm Hại
n1_basic_drafts	batch_0521_0530	R_0528	相対化	そうたいか	tương đối hóa, không tuyệt đối hóa	Tương Đối Hóa
n1_basic_drafts	batch_0521_0530	R_0528	和魂洋才	わこんようさい	hòa hồn dương tài — tinh thần Nhật Bản + học thuật phương Tây	Hòa Hồn Dương Tài
n1_basic_drafts	batch_0521_0530	R_0528	所産	しょさん	sản phẩm, kết quả của	Sở Sản
n1_basic_drafts	batch_0521_0530	R_0528	枠組み	わくぐみ	khuôn khổ, framework	Khung Tổ
n1_basic_drafts	batch_0521_0530	R_0529	炉心溶融	ろしんようゆう	tan chảy lõi lò phản ứng (meltdown)	Lô Tâm Dong Dung
n1_basic_drafts	batch_0521_0530	R_0529	廃炉	はいろ	tháo dỡ, ngừng hoạt động lò phản ứng hạt nhân	Phế Lô
n1_basic_drafts	batch_0521_0530	R_0529	除染	じょせん	khử nhiễm phóng xạ	Trừ Nhiễm
n1_basic_drafts	batch_0521_0530	R_0529	帰還困難区域	きかんこんなんくいき	vùng khó hồi cư (khu vực phóng xạ cao chưa cho phép trở về)	Quy Hoàn Khốn Nan Khu Vực
n1_basic_drafts	batch_0521_0530	R_0529	フレコンバッグ	ふれこんばっぐ	túi jumbo nhựa lớn (Flexible Container Bag / FIBC — dùng chứa đất nhiễm xạ)	
n1_basic_drafts	batch_0521_0530	R_0529	処理水	しょりすい	nước đã qua xử lý (từ nhà máy Fukushima)	Xứ Lí Thủy
n1_basic_drafts	batch_0521_0530	R_0529	震災遺構	しんさいいこう	di tích thảm họa động đất	Chấn Tai Di Cấu
n1_basic_drafts	batch_0521_0530	R_0529	伝承館	でんしょうかん	trung tâm lưu truyền, bảo tàng truyền thừa	Truyền Thừa Quán
n1_basic_drafts	batch_0521_0530	R_0529	脱炭素化	だつたんそか	khử carbon, giảm phát thải carbon	Thoát Thán Tố Hóa
n1_basic_drafts	batch_0521_0530	R_0529	社会的受容性	しゃかいてきじゅようせい	sự chấp nhận của xã hội	Xã Hội Đích Thụ Dung Tính
n1_basic_drafts	batch_0521_0530	R_0529	線量	せんりょう	liều phóng xạ	Tuyến Lượng
n1_basic_drafts	batch_0521_0530	R_0529	風化	ふうか	sự phai nhạt (ký ức), phong hóa	Phong Hóa
n1_basic_drafts	batch_0521_0530	R_0529	エネルギー安全保障	えねるぎーあんぜんほしょう	an ninh năng lượng	An Toàn Bảo Chướng
n1_basic_drafts	batch_0521_0530	R_0529	継承	けいしょう	kế thừa, tiếp nối	Kế Thừa
n1_basic_drafts	batch_0521_0530	R_0530	量子ビット	りょうしビット	bit lượng tử (qubit)	Lượng Tử
n1_basic_drafts	batch_0521_0530	R_0530	重ね合わせ	かさねあわせ	chồng chất, superposition (trạng thái lượng tử tồn tại đồng thời nhiều giá trị)	Trọng Hợp
n1_basic_drafts	batch_0521_0530	R_0530	量子超越性	りょうしちょうえつせい	tính vượt trội lượng tử (Quantum Supremacy)	Lượng Tử Siêu Việt Tính
n1_basic_drafts	batch_0521_0530	R_0530	誤り訂正	あやまりていせい	sửa lỗi, hiệu chỉnh sai số	Ngộ Đính Chánh
n1_basic_drafts	batch_0521_0530	R_0530	デコヒーレンス	デコヒーレンス	decoherence — sự sụp đổ trạng thái lượng tử do nhiễu môi trường	
n1_basic_drafts	batch_0521_0530	R_0530	素因数分解	そいんすうぶんかい	phân tích thừa số nguyên tố	Tố Nhân Sổ Phân Giải
n1_basic_drafts	batch_0521_0530	R_0530	量子耐性暗号	りょうしたいせいあんごう	mật mã kháng lượng tử (Post-Quantum Cryptography)	Lượng Tử Nại Tính Ám Hào
n1_basic_drafts	batch_0521_0530	R_0530	創薬	そうやく	phát triển thuốc mới, sáng chế dược phẩm	Sang Dược
n1_basic_drafts	batch_0521_0530	R_0530	折り畳み	おりたたみ	gấp, cuộn (ở đây chỉ protein folding — cấu trúc gấp của protein)	Chiết Điệp
n1_basic_drafts	batch_0521_0530	R_0530	触媒	しょくばい	chất xúc tác	Xúc Môi
n1_basic_drafts	batch_0521_0530	R_0530	炭素固定	たんそこてい	cố định carbon (công nghệ hấp thu CO2)	Thán Tố Cố Định
n1_basic_drafts	batch_0521_0530	R_0530	特徴抽出	とくちょうちゅうしゅつ	trích xuất đặc trưng (trong học máy)	Đặc Trưng Trừu Xuất
n1_basic_drafts	batch_0521_0530	R_0530	深淵	しんえん	vực thẳm, chiều sâu khôn lường (ẩn dụ)	Thâm Duyên
n1_basic_drafts	batch_0521_0530	R_0530	NISQ	エヌアイエスキュー	Noisy Intermediate-Scale Quantum — lượng tử cỡ vừa có nhiễu (giai đoạn hiện tại)	
n1_basic_drafts	batch_0521_0530	R_0530	所以	ゆえん	lý do, nguyên do (văn phong trang trọng)	Sở Dĩ
n1_basic_drafts	batch_0531_0540	R_0531	妥協	だきょう	sự nhượng bộ, thỏa hiệp	Thỏa Hiệp
n1_basic_drafts	batch_0531_0540	R_0531	映像表現	えいぞうひょうげん	ngôn ngữ hình ảnh, cách thể hiện bằng hình ảnh	Ánh Tượng Biểu Hiện
n1_basic_drafts	batch_0531_0540	R_0531	契機	けいき	cơ hội, bước ngoặt, dịp	Khế Ki
n1_basic_drafts	batch_0531_0540	R_0531	哲学的命題	てつがくてきめいだい	mệnh đề triết học	Triết Học Đích Mệnh Đề
n1_basic_drafts	batch_0531_0540	R_0531	綿密に	めんみつに	tỉ mỉ, kỹ lưỡng, chi tiết	Miên Mật
n1_basic_drafts	batch_0531_0540	R_0531	体現する	たいげんする	thể hiện, thể hiện ra ngoài	Thể Hiện
n1_basic_drafts	batch_0531_0540	R_0531	結実する	けつじつする	kết trái, đơm hoa kết quả	Kết Thực
n1_basic_drafts	batch_0531_0540	R_0531	公然と	こうぜんと	công khai, không che giấu	Công Nhiên
n1_basic_drafts	batch_0531_0540	R_0531	師と仰ぐ	しとあおぐ	tôn làm thầy, ngưỡng mộ như bậc thầy	Sư Ngưỡng
n1_basic_drafts	batch_0531_0540	R_0531	武士道	ぶしどう	võ sĩ đạo, tinh thần samurai	Vũ Sĩ Đạo
n1_basic_drafts	batch_0531_0540	R_0531	深淵	しんえん	chiều sâu thẳm, vực sâu	Thâm Duyên
n1_basic_drafts	batch_0531_0540	R_0531	モンタージュ	モンタージュ	montage — kỹ thuật dựng phim ghép cảnh	
n1_basic_drafts	batch_0531_0540	R_0531	望遠レンズ	ぼうえんレンズ	ống kính tele, ống kính viễn vọng	Vọng Viễn
n1_basic_drafts	batch_0531_0540	R_0531	圧縮効果	あっしゅくこうか	hiệu ứng nén (làm phẳng không gian trong ảnh)	Áp Súc Hiệu Quả
n1_basic_drafts	batch_0531_0540	R_0531	不朽の遺産	ふきゅうのいさん	di sản bất hủ, di sản vĩnh cửu	Bất Hủ Di Sản
n1_basic_drafts	batch_0531_0540	R_0532	交感	こうかん	sự giao cảm, giao thoa cảm xúc	Giao Cảm
n1_basic_drafts	batch_0531_0540	R_0532	凝縮	ぎょうしゅく	nén chặt, cô đọng	Ngưng Súc
n1_basic_drafts	batch_0531_0540	R_0532	刹那	せつな	khoảnh khắc nhất thời, sát na	Sát Na
n1_basic_drafts	batch_0531_0540	R_0532	余白	よはく	khoảng trắng, khoảng lặng (trong nghệ thuật)	Dư Bạch
n1_basic_drafts	batch_0531_0540	R_0532	源泉	げんせん	nguồn gốc, suối nguồn	Nguyên Tuyền
n1_basic_drafts	batch_0531_0540	R_0532	前衛俳句	ぜんえいはいく	haiku tiền vệ (avant-garde) — phong trào TK20 cách tân hình thức haiku, đại diện 高柳重信	Tiền Vệ Bài Cú
n1_basic_drafts	batch_0531_0540	R_0532	台頭	たいとう	nổi lên, trỗi dậy	Thai Đầu
n1_basic_drafts	batch_0531_0540	R_0532	解体	かいたい	phá vỡ, giải thể, tháo dỡ	Giải Thể
n1_basic_drafts	batch_0531_0540	R_0532	季語	きご	từ chỉ mùa (yếu tố bắt buộc trong haiku truyền thống)	Quý Ngữ
n1_basic_drafts	batch_0531_0540	R_0532	切れ	きれ	kire — sự ngắt câu tạo khoảnh khắc gián đoạn trong haiku	Thiết
n1_basic_drafts	batch_0531_0540	R_0532	イマジズム	イマジズム	Imagism — phong trào thơ Anh ngữ đầu TK20 do Ezra Pound khởi xướng, nhấn mạnh hình ảnh cô đọng	
n1_basic_drafts	batch_0531_0540	R_0532	映像喚起力	えいぞうかんきりょく	sức gợi hình ảnh, khả năng khơi dậy hình ảnh tức thời	Ánh Tượng Hoán Khởi Lực
n1_basic_drafts	batch_0531_0540	R_0532	覚醒	かくせい	thức tỉnh, giác ngộ	Giác Tỉnh
n1_basic_drafts	batch_0531_0540	R_0532	越境的	えっきょうてき	vượt biên giới, xuyên biên giới	Việt Cảnh Đích
n1_basic_drafts	batch_0531_0540	R_0532	詩情	しじょう	chất thơ, tình cảm thi ca	Thi Tình
n1_basic_drafts	batch_0531_0540	R_0532	固執	こしつ	bám chặt, kiên trì cứng nhắc	Cố Chấp
n1_basic_drafts	batch_0531_0540	R_0532	逆説	ぎゃくせつ	nghịch lý	Nghịch Thuyết
n1_basic_drafts	batch_0531_0540	R_0532	実りある	みのりある	kết quả tốt đẹp, phong phú, có thành quả	Thực
n1_basic_drafts	batch_0531_0540	R_0533	無常観	むじょうかん	quan niệm vô thường, nhận thức về sự vô thường	Vô Thường Quan
n1_basic_drafts	batch_0531_0540	R_0533	もののあわれ	もののあわれ	cảm quan về sự phù du của vạn vật, nỗi xúc cảm trước sự tàn phai	
n1_basic_drafts	batch_0531_0540	R_0533	儚さ	はかなさ	sự phù du, tính tạm thời	Mộng
n1_basic_drafts	batch_0531_0540	R_0533	逆説的	ぎゃくせつてき	mang tính nghịch lý	Nghịch Thuyết Đích
n1_basic_drafts	batch_0531_0540	R_0533	洞察	どうさつ	sự thấu hiểu, sự quán chiếu sâu sắc	Động Sát
n1_basic_drafts	batch_0531_0540	R_0533	随筆家	ずいひつか	nhà tùy bút	Tùy Bút Gia
n1_basic_drafts	batch_0531_0540	R_0533	端的に	たんてきに	một cách trực tiếp, rõ ràng và súc tích	Đoan Đích
n1_basic_drafts	batch_0531_0540	R_0533	移ろう	うつろう	dần dần thay đổi, dần biến chuyển	Di
n1_basic_drafts	batch_0531_0540	R_0533	枯山水	かれさんすい	vườn đá khô (phong cách vườn Thiền)	Khô San Thủy
n1_basic_drafts	batch_0531_0540	R_0533	全身全霊	ぜんしんぜんれい	toàn tâm toàn lực, cả thể xác lẫn tinh thần	Toàn Thân Toàn Linh
n1_basic_drafts	batch_0531_0540	R_0533	愛でる	めでる	trân trọng, thưởng thức vẻ đẹp	Ái
n1_basic_drafts	batch_0531_0540	R_0533	翻弄される	ほんろうされる	bị cuốn theo, bị vùi dập (thụ động)	Phiên Lộng
n1_basic_drafts	batch_0531_0540	R_0533	諦観	ていかん	thái độ buông xuôi chấp nhận, nhìn thấy rõ thực tại mà chấp nhận	Đế Quan
n1_basic_drafts	batch_0531_0540	R_0533	智慧	ちえ	trí tuệ, sự thấu hiểu sâu sắc (dùng trong ngữ cảnh triết học)	Trí Tuệ
n1_basic_drafts	batch_0531_0540	R_0533	祇園精舎	ぎおんしょうじゃ	chùa Gion (Jetavana), xuất hiện trong Heike Monogatari	Chi Viên Tinh Xá
n1_basic_drafts	batch_0531_0540	R_0534	したたかな	したたかな	kiên cường, bền bỉ khó khuất phục	
