level	batch	reading_id	word	reading	meaning	han_viet
n3_advanced_drafts	batch_0241_0250	R_0249	人工知能	じんこうちのう	trí tuệ nhân tạo	Nhân Công Tri Năng
n3_advanced_drafts	batch_0241_0250	R_0249	生成AI	せいせいエーアイ	AI tạo sinh (generative AI); các mô hình AI tạo ra nội dung mới như văn bản, hình ảnh	Sanh Thành
n3_advanced_drafts	batch_0241_0250	R_0249	診断支援	しんだんしえん	hỗ trợ chẩn đoán	Chẩn Đoạn Chi Viên
n3_advanced_drafts	batch_0241_0250	R_0249	自動化	じどうか	tự động hóa	Tự Động Hóa
n3_advanced_drafts	batch_0241_0250	R_0249	情報リテラシー	じょうほうリテラシー	trình độ hiểu biết thông tin, năng lực đọc hiểu thông tin	Tình Báo
n3_advanced_drafts	batch_0241_0250	R_0249	意思決定	いしけってい	ra quyết định, quyết định	Ý Tư Quyết Định
n3_advanced_drafts	batch_0241_0250	R_0249	倫理	りんり	đạo đức, luân lý	Luân Lí
n3_advanced_drafts	batch_0241_0250	R_0249	先端技術	せんたんぎじゅつ	công nghệ tiên tiến, công nghệ đầu ngành	Tiên Đoan Kĩ Thuật
n3_advanced_drafts	batch_0241_0250	R_0249	偏る	かたよる	thiên lệch, nghiêng về một phía	Thiên
n3_advanced_drafts	batch_0241_0250	R_0249	縮小する	しゅくしょうする	thu hẹp, giảm quy mô	Súc Tiểu
n3_advanced_drafts	batch_0241_0250	R_0249	感性	かんせい	cảm thụ, nhạy cảm, cảm xúc	Cảm Tính
n3_advanced_drafts	batch_0241_0250	R_0250	子育て	こそだて	việc nuôi dạy con cái	Tử Dục
n3_advanced_drafts	batch_0241_0250	R_0250	育児休業	いくじきゅうぎょう	nghỉ chăm sóc con (nghỉ thai sản/parental leave)	Dục Nhi Hưu Nghiệp
n3_advanced_drafts	batch_0241_0250	R_0250	忍耐力	にんたいりょく	sức kiên nhẫn, khả năng chịu đựng	Nhẫn Nại Lực
n3_advanced_drafts	batch_0241_0250	R_0250	観察力	かんさつりょく	khả năng quan sát	Quan Sát Lực
n3_advanced_drafts	batch_0241_0250	R_0250	個性	こせい	cá tính, tính cách riêng	Cá Tính
n3_advanced_drafts	batch_0241_0250	R_0250	育児	いくじ	nuôi dưỡng trẻ em, chăm sóc trẻ nhỏ	Dục Nhi
n3_advanced_drafts	batch_0241_0250	R_0250	方針	ほうしん	phương châm, chính sách	Phương Châm
n3_advanced_drafts	batch_0241_0250	R_0250	挫折	ざせつ	sự vấp ngã, thất bại nặng nề	Toa Chiết
n3_advanced_drafts	batch_0241_0250	R_0250	育む	はぐくむ	nuôi dưỡng, vun đắp	Dục
n3_advanced_drafts	batch_0241_0250	R_0250	深み	ふかみ	sự sâu sắc, chiều sâu	Thâm
n3_advanced_drafts	batch_0241_0250	R_0250	本質	ほんしつ	bản chất, cốt lõi	Bản Chất
n3_advanced_drafts	batch_0251_0260	R_0251	発酵食品	はっこうしょくひん	thực phẩm lên men	Phát Diếu Thực Phẩm
n3_advanced_drafts	batch_0251_0260	R_0251	油脂	ゆし	dầu mỡ, chất béo	Du Chi
n3_advanced_drafts	batch_0251_0260	R_0251	移民	いみん	người nhập cư, dân di cư	Di Dân
n3_advanced_drafts	batch_0251_0260	R_0251	融合料理	ゆうごうりょうり	món ăn kết hợp, ẩm thực fusion	Dung Hợp Liêu Lí
n3_advanced_drafts	batch_0251_0260	R_0251	外来	がいらい	ngoại lai, xuất xứ từ nước ngoài	Ngoại Lai
n3_advanced_drafts	batch_0251_0260	R_0251	唐辛子	とうがらし	ớt	Đường Tân Tử
n3_advanced_drafts	batch_0251_0260	R_0251	旬	しゅん	mùa vụ, thời điểm ngon nhất của thực phẩm	Tuần
n3_advanced_drafts	batch_0251_0260	R_0251	美意識	びいしき	quan niệm thẩm mỹ, ý thức về cái đẹp	Mĩ Ý Thức
n3_advanced_drafts	batch_0251_0260	R_0251	アイデンティティ	アイデンティティ	bản sắc, căn tính	
n3_advanced_drafts	batch_0251_0260	R_0251	営み	いとなみ	hoạt động, sinh hoạt (trang trọng)	Doanh
n3_advanced_drafts	batch_0251_0260	R_0251	無形文化遺産	むけいぶんかいさん	di sản văn hóa phi vật thể	Vô Hình Văn Hóa Di Sản
n3_advanced_drafts	batch_0251_0260	R_0252	拡散する	かくさんする	lan truyền, phát tán	Khuếch Tán
n3_advanced_drafts	batch_0251_0260	R_0252	誤解を招く	ごかいをまねく	dẫn đến hiểu lầm, gây ra hiểu nhầm	Ngộ Giải Chiêu
n3_advanced_drafts	batch_0251_0260	R_0252	一面的	いちめんてき	phiến diện, một chiều	Nhất Diện Đích
n3_advanced_drafts	batch_0251_0260	R_0252	アルゴリズム	アルゴリズム	thuật toán	
n3_advanced_drafts	batch_0251_0260	R_0252	選別する	せんべつする	lọc lựa, phân loại	Tuyển Biệt
n3_advanced_drafts	batch_0251_0260	R_0252	フェイクニュース	フェイクニュース	tin giả, tin tức giả mạo	
n3_advanced_drafts	batch_0251_0260	R_0252	見極める	みきわめる	nhận ra, phân biệt được, xác định chính xác	Kiến Cực
n3_advanced_drafts	batch_0251_0260	R_0252	批判的思考力	ひはんてきしこうりょく	tư duy phê phán, năng lực tư duy phản biện	Phê Phán Đích Tư Khảo Lực
n3_advanced_drafts	batch_0251_0260	R_0252	文脈	ぶんみゃく	ngữ cảnh, mạch văn	Văn Mạch
n3_advanced_drafts	batch_0251_0260	R_0252	付き合い方	つきあいかた	cách ứng xử, cách giao tiếp với	Phó Hợp Phương
n3_advanced_drafts	batch_0251_0260	R_0252	生成AI	せいせいエーアイ	AI tạo sinh (generative AI)	Sanh Thành
n3_advanced_drafts	batch_0251_0260	R_0252	ディープフェイク	ディープフェイク	deepfake (hình ảnh/video giả mạo bằng AI)	
n3_advanced_drafts	batch_0251_0260	R_0253	昇進	しょうしん	thăng tiến	Thăng Tiến
n3_advanced_drafts	batch_0251_0260	R_0253	本格的	ほんかくてき	nghiêm túc, thực sự	Bản Cách Đích
n3_advanced_drafts	batch_0251_0260	R_0253	不十分	ふじゅうぶん	không đủ, chưa đủ	Bất Thập Phân
n3_advanced_drafts	batch_0251_0260	R_0253	きっかけ	きっかけ	cơ duyên, điểm khởi đầu	
n3_advanced_drafts	batch_0251_0260	R_0253	反省	はんせい	phản tỉnh, tự kiểm điểm	Phản Tỉnh
n3_advanced_drafts	batch_0251_0260	R_0253	案件	あんけん	dự án, vụ việc	Án Kiện
n3_advanced_drafts	batch_0251_0260	R_0253	実感	じっかん	cảm nhận thực sự	Thực Cảm
n3_advanced_drafts	batch_0251_0260	R_0253	フィードバック	フィードバック	phản hồi	
n3_advanced_drafts	batch_0251_0260	R_0253	覚悟	かくご	quyết tâm, sự chuẩn bị tâm lý	Giác Ngộ
n3_advanced_drafts	batch_0251_0260	R_0253	豊か	ゆたか	phong phú, giàu có	Phong
n3_advanced_drafts	batch_0251_0260	R_0254	都市計画	としけいかく	quy hoạch đô thị	Đô Thị Kế Họa
n3_advanced_drafts	batch_0251_0260	R_0254	無秩序	むちつじょ	vô trật tự	Vô Trật Tự
n3_advanced_drafts	batch_0251_0260	R_0254	自治体	じちたい	chính quyền địa phương	Tự Trì Thể
n3_advanced_drafts	batch_0251_0260	R_0254	策定	さくてい	xây dựng, soạn thảo (kế hoạch)	Sách Định
n3_advanced_drafts	batch_0251_0260	R_0254	公共交通機関	こうきょうこうつうきかん	phương tiện giao thông công cộng	Công Cộng Giao Thông Ki Quan
n3_advanced_drafts	batch_0251_0260	R_0254	徒歩圏内	とほけんない	trong phạm vi đi bộ	Đồ Bộ Quyển Nội
n3_advanced_drafts	batch_0251_0260	R_0254	緑地	りょくち	khu xanh, vùng cây xanh	Lục Địa
n3_advanced_drafts	batch_0251_0260	R_0254	保育所	ほいくしょ	nhà trẻ	Bảo Dục Sở
n3_advanced_drafts	batch_0251_0260	R_0254	指標	しひょう	chỉ số, tiêu chí	Chỉ Tiêu
n3_advanced_drafts	batch_0251_0260	R_0254	満足度	まんぞくど	mức độ hài lòng	Mãn Túc Độ
n3_advanced_drafts	batch_0251_0260	R_0255	絶滅危惧種	ぜつめつきぐしゅ	loài có nguy cơ tuyệt chủng	Tuyệt Diệt Nguy Cụ Chủng
n3_advanced_drafts	batch_0251_0260	R_0255	生息地	せいそくち	môi trường sống, nơi sinh sống	Sanh Tức Địa
n3_advanced_drafts	batch_0251_0260	R_0255	伐採	ばっさい	khai thác gỗ, chặt cây	Phạt Thải
n3_advanced_drafts	batch_0251_0260	R_0255	自然保護区	しぜんほごく	khu bảo tồn thiên nhiên	Tự Nhiên Bảo Hộ Khu
n3_advanced_drafts	batch_0251_0260	R_0255	密猟	みつりょう	săn trộm, săn bắt trái phép	Mật Liệp
n3_advanced_drafts	batch_0251_0260	R_0255	個体数	こたいすう	số lượng cá thể	Cá Thể Sổ
n3_advanced_drafts	batch_0251_0260	R_0255	外来種	がいらいしゅ	loài ngoại lai	Ngoại Lai Chủng
n3_advanced_drafts	batch_0251_0260	R_0255	在来種	ざいらいしゅ	loài bản địa	Tại Lai Chủng
n3_advanced_drafts	batch_0251_0260	R_0255	生態系	せいたいけい	hệ sinh thái	Sanh Thái Hệ
n3_advanced_drafts	batch_0251_0260	R_0255	生物多様性	せいぶつたようせい	đa dạng sinh học	Sanh Vật Đa Dạng Tính
n3_advanced_drafts	batch_0251_0260	R_0256	シェアリングエコノミー	シェアリングエコノミー	kinh tế chia sẻ	
n3_advanced_drafts	batch_0251_0260	R_0256	仕組み	しくみ	cơ chế, cách hoạt động	Sĩ Tổ
n3_advanced_drafts	batch_0251_0260	R_0256	従来	じゅうらい	truyền thống, từ trước đến nay	Tùng Lai
n3_advanced_drafts	batch_0251_0260	R_0256	民泊	みんぱく	lưu trú tại nhà dân (Airbnb-style)	Dân Bạc
n3_advanced_drafts	batch_0251_0260	R_0256	普及	ふきゅう	sự phổ biến, sự lan rộng	Phổ Cập
n3_advanced_drafts	batch_0251_0260	R_0256	プラットフォーム	プラットフォーム	nền tảng (công nghệ)	
n3_advanced_drafts	batch_0251_0260	R_0256	リソース	リソース	tài nguyên, nguồn lực	
n3_advanced_drafts	batch_0251_0260	R_0256	有効活用	ゆうこうかつよう	tận dụng hiệu quả	Hữu Hiệu Hoạt Dụng
n3_advanced_drafts	batch_0251_0260	R_0256	規制	きせい	quy định, quy chế	Quy Chế
n3_advanced_drafts	batch_0251_0260	R_0256	在り方	ありかた	cách thức tồn tại, hình thái	Tại Phương
n3_advanced_drafts	batch_0251_0260	R_0256	民泊新法	みんぱくしんぽう	Luật Minpaku Mới (住宅宿泊事業法 2018)	Dân Bạc Tân Pháp
n3_advanced_drafts	batch_0251_0260	R_0257	望遠鏡	ぼうえんきょう	kính thiên văn	Vọng Viễn Kính
n3_advanced_drafts	batch_0251_0260	R_0257	探査機	たんさき	tàu thăm dò	Tham Tra Ki
n3_advanced_drafts	batch_0251_0260	R_0257	銀河	ぎんが	thiên hà	Ngân Hà
n3_advanced_drafts	batch_0251_0260	R_0257	形成過程	けいせいかてい	quá trình hình thành	Hình Thành Quá Trình
n3_advanced_drafts	batch_0251_0260	R_0257	ブラックホール	ブラックホール	hố đen	
n3_advanced_drafts	batch_0251_0260	R_0257	重力波	じゅうりょくは	sóng hấp dẫn	Trọng Lực Ba
n3_advanced_drafts	batch_0251_0260	R_0257	膨張	ぼうちょう	sự giãn nở, sự phình ra	Bành Trương
n3_advanced_drafts	batch_0251_0260	R_0257	暗黒物質	あんこくぶっしつ	vật chất tối	Ám Hắc Vật Chất
n3_advanced_drafts	batch_0251_0260	R_0257	原動力	げんどうりょく	động lực, nguồn sức mạnh	Nguyên Động Lực
n3_advanced_drafts	batch_0251_0260	R_0257	知的好奇心	ちてきこうきしん	trí tò mò, tính hiếu kỳ trí tuệ	Tri Đích Hảo Kì Tâm
n3_advanced_drafts	batch_0251_0260	R_0257	月面着陸	げつめんちゃくりく	hạ cánh lên mặt trăng	Nguyệt Diện Trứ Lục
n3_advanced_drafts	batch_0251_0260	R_0258	多言語話者	たげんごわしゃ	người đa ngôn ngữ	Đa Ngôn Ngữ Thoại Giả
n3_advanced_drafts	batch_0251_0260	R_0258	グローバル化	グローバルか	toàn cầu hóa	Hóa
n3_advanced_drafts	batch_0251_0260	R_0258	国際交渉	こくさいこうしょう	đàm phán quốc tế	Quốc Tế Giao Thiệp
n3_advanced_drafts	batch_0251_0260	R_0258	意思疎通	いしそつう	giao tiếp, thông hiểu nhau	Ý Tư Sơ Thông
n3_advanced_drafts	batch_0251_0260	R_0258	翻訳	ほんやく	dịch thuật, phiên dịch	Phiên Dịch
n3_advanced_drafts	batch_0251_0260	R_0258	ニュアンス	ニュアンス	sắc thái, hàm ý tinh tế	
n3_advanced_drafts	batch_0251_0260	R_0258	認知能力	にんちのうりょく	khả năng nhận thức	Nhận Tri Năng Lực
n3_advanced_drafts	batch_0251_0260	R_0258	多様性	たようせい	sự đa dạng	Đa Dạng Tính
n3_advanced_drafts	batch_0251_0260	R_0258	異文化理解	いぶんかりかい	sự hiểu biết giữa các nền văn hóa	Dị Văn Hóa Lí Giải
n3_advanced_drafts	batch_0251_0260	R_0258	橋を架ける	はしをかける	bắc cầu, tạo kết nối	Kiều Giá
n3_advanced_drafts	batch_0251_0260	R_0258	やさしい日本語	やさしいにほんご	tiếng Nhật dễ hiểu (đơn giản hóa cho người nước ngoài)	Nhật Bản Ngữ
n3_advanced_drafts	batch_0251_0260	R_0258	在留外国人	ざいりゅうがいこくじん	người nước ngoài cư trú (tại Nhật)	Tại Lưu Ngoại Quốc Nhân
n3_advanced_drafts	batch_0251_0260	R_0259	復興	ふっこう	tái thiết, phục hồi	Phục Hưng
n3_advanced_drafts	batch_0251_0260	R_0259	被災地	ひさいち	vùng thiệt hại (do thiên tai)	Bị Tai Địa
n3_advanced_drafts	batch_0251_0260	R_0259	仮設住宅	かせつじゅうたく	nhà ở tạm, nhà tiền chế tạm thời	Giả Thiết Trụ Trạch
n3_advanced_drafts	batch_0251_0260	R_0259	余儀なくされる	よぎなくされる	bị buộc phải (làm gì)	Dư Nghi
n3_advanced_drafts	batch_0251_0260	R_0259	慣れ親しむ	なれしたしむ	quen thuộc, thân quen	Quán Thân
n3_advanced_drafts	batch_0251_0260	R_0259	語り継ぐ	かたりつぐ	truyền lại (câu chuyện, ký ức)	Ngữ Kế
n3_advanced_drafts	batch_0251_0260	R_0259	絆	きずな	sợi dây gắn kết, tình cảm gắn bó	Bán
n3_advanced_drafts	batch_0251_0260	R_0259	避難	ひなん	sơ tán, lánh nạn	Tị Nan
n3_advanced_drafts	batch_0251_0260	R_0259	格差	かくさ	sự chênh lệch, khoảng cách	Cách Soa
n3_advanced_drafts	batch_0251_0260	R_0259	使命	しめい	sứ mệnh, nhiệm vụ thiêng liêng	Sử Mệnh
n3_advanced_drafts	batch_0251_0260	R_0259	能登半島地震	のとはんとうじしん	động đất bán đảo Noto (2024)	Năng Đăng Bán Đảo Địa Chấn
n3_advanced_drafts	batch_0251_0260	R_0260	インスタレーション	インスタレーション	installation (nghệ thuật sắp đặt)	
n3_advanced_drafts	batch_0251_0260	R_0260	内なる	うちなる	nội tâm, bên trong	Nội
n3_advanced_drafts	batch_0251_0260	R_0260	解釈	かいしゃく	diễn giải, giải thích	Giải Thích
n3_advanced_drafts	batch_0251_0260	R_0260	矛盾	むじゅん	mâu thuẫn	Mâu Thuẫn
n3_advanced_drafts	batch_0251_0260	R_0260	揺さぶる	ゆさぶる	lay động, rung chuyển (cảm xúc)	Dao
n3_advanced_drafts	batch_0251_0260	R_0260	完成度	かんせいど	mức độ hoàn thiện	Hoàn Thành Độ
n3_advanced_drafts	batch_0251_0260	R_0260	思想	しそう	tư tưởng	Tư Tưởng
n3_advanced_drafts	batch_0251_0260	R_0260	画廊	がろう	phòng tranh, gallery	Họa Lang
n3_advanced_drafts	batch_0251_0260	R_0260	姿勢	しせい	thái độ, tư thế	Tư Thế
n3_advanced_drafts	batch_0251_0260	R_0260	投げかける	なげかける	đặt ra (câu hỏi), ném về phía	Đầu
n3_advanced_drafts	batch_0251_0260	R_0260	デジタルアート	デジタルアート	nghệ thuật kỹ thuật số	
n3_advanced_drafts	batch_0261_0270	R_0261	高齢化社会	こうれいかしゃかい	xã hội già hóa	Cao Linh Hóa Xã Hội
n3_advanced_drafts	batch_0261_0270	R_0261	寄り添う	よりそう	đồng hành, ở bên cạnh (để hỗ trợ tinh thần)	Kí Thiêm
n3_advanced_drafts	batch_0261_0270	R_0261	孤独	こどく	sự cô đơn	Cô Độc
n3_advanced_drafts	batch_0261_0270	R_0261	通院	つういん	đi khám bệnh định kỳ	Thông Viện
n3_advanced_drafts	batch_0261_0270	R_0261	自立	じりつ	tự lập, độc lập	Tự Lập
n3_advanced_drafts	batch_0261_0270	R_0261	欠かせない	かかせない	không thể thiếu, không thể bỏ qua	Khiếm
n3_advanced_drafts	batch_0261_0270	R_0261	善意	ぜんい	thiện chí, lòng tốt	Thiện Ý
n3_advanced_drafts	batch_0261_0270	R_0261	やりがい	やりがい	nguồn động lực, ý nghĩa khi làm việc	
n3_advanced_drafts	batch_0261_0270	R_0261	連携	れんけい	hợp tác, liên kết	Liên Huề
n3_advanced_drafts	batch_0261_0270	R_0261	仕組み	しくみ	cơ chế, hệ thống	Sĩ Tổ
n3_advanced_drafts	batch_0261_0270	R_0261	介護保険制度	かいごほけんせいど	chế độ bảo hiểm chăm sóc điều dưỡng (chính sách công của Nhật từ năm 2000)	Giới Hộ Bảo Hiểm Chế Độ
